,Document,Topic,Name,Top_n_words,Probability,Representative_document
4543,bonjour employeur frais urssaf employeur employé réponse svp,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4544,habitude ... ).le telephone antenne maurice genevoix pari numero fax attention tympan,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4545,personnel désagréable franchement mieux,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4546,envie accueil,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4547,sonnerie aigu insupportable absence répondeur réponse,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4548,trentaine place,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.4730117890401183,False
4549,incompétence flagrant simplement,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4550,régulièrement jour attente rarement bon somme coup besoin faire mauvais circulation information mauvais traitement pièce femme désagréable hautain service process archaïque mal pensé logiciel archaïque fois mal .... non ensemble pièce .... somme euro désavantage coup presque intégralité indemnisation ... bel déclaration tôt faute justificatif mois .... non franchement rien perle rien ... non ... bref excellent continuation autocomplaisance autosatisfaction permanent lundi problème pouvoir dison mois année jamais ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4551,clarté réponse personnel désagréable aucun confidentialité accueil demadeur emploi monde histoire vie accident parcours emmèn face héler,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9998608152630571,False
4552,bref passage pole emploi aide création entreprise conseiller atelier atelier réponse situation finalement réponse internet conseiller mois réponse situation directrice gueul employé pol faire terreur scène rien conseiller mal dame,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4553,etrange horaire établissement censé public ... paradoxe français politique temps ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4554,personnel désagréable incompétent ailleurs courrier directeur ....,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4555,bah non après-midi franchement trop,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8913798627688597,False
4556,midi impossible rendez,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4557,expérience désastreux,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4558,nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuut,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7241369105658033,False
4559,renseignement téléphone 3949 impression conversation sujet rien réponse avance,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4560,service administratif erreur sanction boulette conséquence extrêmement grave oup boulett statistique pole emploi offre formation rapidement contre conseiller réactif précaire plupart encadrement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4561,aucun commentaire,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.923660122940519,False
4562,contrat cej termine tôt formation prise compte pôle emploi sert chose contrat cas conseiller épernay terrain entente maj compte cej conseiller fois mail,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4563,responsable mérite inscription liste demandeur emploi aucun compassion robot aucun empathie âme compte chiffre chiffre chiffre prime,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.14500445180346883,False
4564,conseiller lol .... résumé rendez-vous semblant salaire dommage état pay grâce chemin pire pôle france,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4565,rendez-vous emploi kilomètre vitry françois minute côté patron minute retard accueil froid conseiller sujet peut-être évidemment chômeur face,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4566,temps attente beaucoup trop long,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,1.0,False
4567,horreur arrêt papier fournie fond radier réclamation serf rien aucun réponse médiateur pareil,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4568,malade contrôleur sécurité social pourtant mois arrêt problème important,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4569,sai entretien vien pôle feuille bien évidemment bug petit bug problème temps pouvoir règle problème coeur lieu pôle calamité,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.3007723984307948,False
4570,pleine crise chômage employeur renvoi appel chômeur impossible offre emploi,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4571,retard retard temps avis utile milieu conseil pourtant utile noir ... surprenant,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.07719941192127228,False
4572,jour heure ouverture rideau explication drôle boutique,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4573,nan,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.3287198034983512,False
4574,aucun utlilité aucun aide part,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9321281419552186,False
4575,contraire énormément temps papier rien agressif papier,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4576,notoriété public pôle emploi aide personn travail incapable document semaine information clair démarche emploi moindre once motivation implication dossier motivation supplémentaire stabilité professionnel jamais affaire service,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4577,emplacement entreprise bientôt tour centre parking minuscule avenue place jour joindre combat grand chose positif,2,2_parking_place_petit_retard,parking - place - petit - retard - accès - minute - local - trottoir - bâtiment - grand,0.7384354874457507,False
4578,faire sou rond bâtiment cacher,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4579,appel renseignement standardist mal élevé incorrect prend haut.franchement pôle emploi bon rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6905589664096763,False
4580,service civique mois aujourd'hui matinée poste projet planifier décevant,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4581,agence .il servir part bizarre hautain hautain rien contraire catastrophique,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.3292425663601854,False
4582,adresse ramène carrefour atlante,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4583,temps attent minute bout 10min,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.5008950113287295,False
4584,vide monde employé identique dontune air discutaient travail aurai service civique bout temps,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4585,appelle blanc coupure réseau identifiant pareil attestation employeur manière celer bref vrai type contre haut,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4586,bonjour confinement pôle emploi long queue attente long fils queue incompréhensible dessu place monde conseiller bien cordialement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4587,part conseiller décourageant menace radiation raison non valable aucun réel soutien sortie mauvais manière heureusement aide conseiller,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.18920466193679544,False
4588,petit traitement document information basique parcours combattant,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4589,faux annonce poste statut remuneration descriptif but date heure imposer danx but bien employeur service dernier aucun moment pol emploi evoqu vrai poste lemployeur appel service organisation session recrutement carte faire temps candidat honnête employeur image employeur decaler dautre entretien enfant pole aucun aide employeur profil adequat poste réellement emploi honte fois indemnité erreur remboursement mois année apre impot peine bravo pole pole veux tape 3949,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4590,étoile post étoile 7min téléphone nez temps demande stade manque respect problème simple désolé réponse nom auprès attache bien élevé sérieusement genre attitude ressentiment ... vie vraiment triste capable minimum pathétique,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4591,impossible joindre téléphone service rappel rappelle attente pouvoir raccroche document espace personnel non semaine information erroné conseiller téléphone bout 50èm appel indemnisation juin notif courrier espace personnel rien lendemain service lamentable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8247112130829372,False
4592,incapable correctement dossier indemnisation 9000 euro pôle emploi responsable chose main ... obliger étoile dommage vaut zéro,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9079838426076798,False
4593,jeudi joindre réponse aucun agent disponible heure message 48h bout jour,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5649528374795428,False
4594,inacceptable comprend sensé absolument cas aide ordinateur pluie beau temp snobe question temps vraiment,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,1.0,False
4595,absolument superviseur réclamation réponse notifie cours rien pdt cherche boulot honte,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4596,vraiment catastrophe conseiller aucun connaissance mal vraiment hautain gros débile,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9598781216341019,False
4597,facilité chômeur verrouiller simple app temps accès limité blasfamé logo trop ...,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.890304610746882,False
4598,service indemnisation impoli metier rien ... gros débrouiller ... cest pole emploi ... fuir ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4599,trop paperace euro vie euro,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4600,plupart entrer incompétent croire pose question préférer nez demandent final musique con seconde tard nez pousser finale galère financier indemnité,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4601,agence sert rien agence conflans nuit jour conflans,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6611383808809332,False
4602,papier face,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.923682164587356,False
4603,franchement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4604,agence incompétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7754935695340214,False
4605,indemniser mois retard situation effectivement attend impossible rendez-vous agence situation professionnelle.viv rapport humain,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4606,conseillère haut assistant maternel salaire ministre mal client sociable métier respect sens sens,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4607,déçue service trop percevoir 2000e compte employé pôle mois dernier somme rapidement bon foie pouvoir actualisation versement mois dernier compte ... final mois mefiance trop percevoir intégralité cadeau sou fiche ... (aucun social trop bon trop con,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4608,2012 fois conseill.(er.ére réel explication bien partenariat boîte intérim aitent part contenté simple journée disan administrateur jurisprudence bon conscience,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4609,trop suite négligeance prestataire pôle emploi bulletin paie interim info ... rien pôle emploi compte mois tard allocation information préavis impossible droit début mois rien tombé fermement accord allocation échange échéancier raison 100€/mois prélevé allocation durer mois ... temps bien évidemment inadmissible .... /-80 kilomètre agence grosse agglomération ..... mois discontinuité .... 800 euro charge allocation 850€-900€/moi 100 euro rsa drôle formation faute ressource faiseur misère manche couille bon rien système,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4610,étoile service déplorable mme martineau souriant condescendant limite mal poli avai question fois case,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4611,trop conseiller mal vraiment mal poli,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4612,patient pointe agressivité écoute client,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.08612983752793406,False
4613,désagréable téléphone aucun compréhension,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5144960223201394,False
4614,bonjour faite attention directeur pôle emploi argentan conseiller formation domaine cheval amfr arrêt maladie ensuite bureau intégré fco centre bigot libort fler mardi midi jamais lettre,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4615,diplôme nécessiter pôle emploi zéro aid pls péripétie postul grand groupe cdic pôle déplacement ... rien aujourd'hui pôle emploi absolument ... cause gagner carrière boulot,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4616,travail,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4617,matin accueil mauvais conclusion raccroche nez vieux dame aigri mal éduquer demande teavail correctement mérite,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4618,récit aventure pole emploi pire ici rien faire organisation accueil semaine dommage note négatif,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4619,document employé vraiment incompétent cest spécial émission .il exprès chomeur .ca fou .... bon france,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4620,impossible rendez réponse conseiller indication clair diffèr salarié,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4621,bien organisee commentaire service fois courrier refus inscription carte séjour préfecture e-mail carte séjour travailler.suite agence inscription passe?je comprend rien.il,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4622,service téléphoner incompétent ... mal Monsieur téléphone métier agressivement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4623,exprès refus dossier cause manque justificatif fois ... bol guignol,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4624,mois demi mail conseiller jamais réponse appel mail ...,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4625,sérieux,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4626,.... trop mauvais fois ....,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.48118284985502924,False
4627,bon projet travail faire,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4628,inutile aucun compréhension menace radié appel,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4629,rendez-vous 10h40 actuellement 12h aucun prise charge,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4630,franchement sketch,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4631,problème urgent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4632,note,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4633,mauvais pôle emploi,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.921941886305745,False
4634,accueil conseiller faire minute charge part,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4635,conseillere irrespectueux,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4636,jeune homme accueil désagréable heureusement collègue niveau évident place proximité heure affluence,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.3644704154007984,False
4637,aucun raison mail téléphone ....,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4638,professionnel,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4639,patron,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4640,nan,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.4760995330632764,False
4641,bon courage,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.14165796216483256,False
4642,mal compte document étonne non-avancement dossier preuve site document erreur attribuable demeure suite,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4643,impossible aide mission poste kilomètre emplacement tentative mobilité simplement rien exprès dernier entretien recherche mal mal desservir mobilité bref branquignolle temps agence,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4644,personnel regard tête pied mépris accueil déplorable réunion grand intérêt volonté entreprendre avenir solide porte entrée radié fois connexion internet imprimant document espace personnel rendez uniquement messagerie non agenda ligne précisément date faire dernier,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4645,impossible téléphone courrier somme courrier,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4646,pays mieux chômeur salarié bien chomeur gentil accueil salarie admnistration bon fonctionnaire destinataire courrier quelqu adresse incapable facteur bon bien borne initiative revocation oui remarqu trop violent collègue sorti part gratuitement travail recherche sou pretexte fonctionnariat frimer nonnnnnnnnnnnnnnnnnnnnnnnnnnn,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7888138972866598,False
4647,"pole mal conseiller pol emploi hautain totalement incompétent désagréable aigri conseiller m""a marre rien proposition emploi absolument aucun lien niveau qualification candidature financement formation mal clavier travail bon certainement pire agence pole région courage fuir",-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4648,avis recherche million français canapé petit gâteau linge sale démarche nécessaire dos toutefois espace informatique document word pratique ... part alternatif,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4649,complètement ... compte bord suicide travail mieux travail sou camion sortant entretien conseiller pôle choix,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4650,enfant guichet jugement valeur situation déshumanisation total silence .... pire minute disque appel ... délicieux ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4651,fois agence pôle ciotat conseiller incompétent conseiller base droit travail impoli .... incompétent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4652,mal acceuil minute tour lamentable disposition site uniquement recherche offre recherche oublier,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4653,personnel froid porte prison heureux place vraiment,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4654,document main propre agence perdre,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4655,étole,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4656,grand chose,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4657,incompétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.48960721735614987,False
4658,rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4659,nan,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.5851159637908424,False
4660,pôle splandeur conseiller absent incompétent chose présent inverse ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4661,catastrophe conseiller mal demande pôle emploi service pôle spectacle agence mois directeur agence andré ahouanto preuve mépris incompétence rare,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4662,attention accueil matin potin entrer collègue beaucoup monde monde sûr trop bousculé bien accueil sourire politesse manque professionnalisme manqu appel,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4663,beaucoup agence mal candidat rendez-vous courant temps raison action déçu,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4664,soir disant critère rechercheur emploi logique incapable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7865582140501678,False
4665,accueil désagréable téléphone,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4666,autant niveau art,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4667,horrible,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4668,personnel pôle règle général juillet travail évidemment jamais emploi rentrée d'1h rendez-vous licence anglais rien demande allocation dizaine page courrier fois pdf espace écologie mois conseiller téléphone jamais réponse question appel oui fois aucun changement situation dossier interlocuteur téléphone somme allocation moitié mail vai moitié énième moitié explication clore conversation message,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8044433197887487,False
4669,horrible entrer conseiller réunion téléphone second conseiller peine mail rendez-vous mois lieu .... irrespectueux luire respect suite jamais affaire genre,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4670,faux entretien synthèse entretien fixer rendez-vous intérêt but réel demandeur personnel propre matériel interpell insistant sortie matériel directrice savoir autant savoir agence,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4671,comprend compiegne bus gratuit nogent ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4672,faignant totalement emploi attention femme autain téléphone inscription ami sou prétexte intérimaire précaire contrat semaine réponse emploi carence automatique facture poste court bref réponse affligeante précarité vif france ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4673,pann transmission document impossible respect facultatif service déplorable temps chose travail bien beau meilleur recrutement mieux,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
4674,papier chômage mardi rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4675,jamais mal impression loque,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4676,étoile,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4677,numéro téléphoner inscrit,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
4678,professionnel,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
