;"﻿""Code SP+ de la structure""";Intitulé du réseau;Intitulé de la typologie;Intitulé de la structure;Intitulé structure usager;Description de la structure;Identifiant de la structure;Type d'identifiant;Code SP+ structure parent;Intitulé de la structure parente;Adresse;Compléments Adresse;Code postal de la structure;Ville;PAYS;Codes Postaux;Départements;URL du site internet;Boîte à lettre fonctionnelle;Clé de tracking;Actif;Code sp+ de la typologie;INSEE Ville;INSEE Département;INSEE Région;INSEE Arrondissement
3893;7CR7BDRl7x;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PERSAN-PE;;PERSAN-PE;IDF0119;;NpPB4dHNJi;DTD 95 VAL-D'OISE OUEST-PE;;;95340;PERSAN;France;;;;;;Oui;VBk7hCR4zw;com95487;dep95;reg11;arr95487
3917;B1lskdQZ5F;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PITHIVIERS-PE;;PITHIVIERS-PE;CEN0059;;SeNS2kBNGM;DTD LOIRET-PE;;;45308;PITHIVIERS;France;;;;;;Oui;VBk7hCR4zw;com45252;dep45;reg24;arr45252
3923;ZiKUoRdEEv;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PLAINE ORIENTALE-PE;;PLAINE ORIENTALE-PE;COR0019;;KNN6prtnYS;DT 20 HAUTE CORSE-PE;;;20240;GHISONACCIA;France;;;;;;Oui;VBk7hCR4zw;com2B123;dep2B;reg94;arr2B123
3929;cFqTzKwZRe;POLE EMPLOI;PFP POLE EMPLOI;PLATE FORME DE PRODUCTION-PE;;PLATE FORME DE PRODUCTION-PE;GUY0048;;5XrtOisBbk;DT 973 GUYANE-PE;;;97300;CAYENNE;France;;;;;;Oui;ARovVA6I9H;com97302;dep973;reg03;arr97302
3933;bI3cfTBZHL;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME APPUI MUTUALISE-PE;;PLATEFORME APPUI MUTUALISE-PE;REU0048;;PLgtGMfp2m;DR REUNION-PE;;;97701;SAINT-DENIS;France;;;;;;Oui;ARovVA6I9H;com97411;dep974;reg04;arr97411
3935;Y5SVJxS76d;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME CRE-PE;;PLATEFORME CRE-PE;OCC1038;;mYx3ceTOIx;DR OCCITANIE-PE;;;34967;MONTPELLIER;France;;;;;;Oui;ARovVA6I9H;com34172;dep34;reg76;arr34172
3937;30hUn14SbG;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME OUEST-LA ROCHELLE-PE;;PLATEFORME OUEST - LA ROCHELLE-PE;NAQ0279;;CfFpIVsosQ;DR NOUVELLE-AQUITAINE-PE;;;17446;AYTRE;France;;;;;;Oui;ARovVA6I9H;com17028;dep17;reg75;arr17028
3939;uaRkP34ncV;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME PRESTATIONS FORMATIONS-PE;;PLATEFORME PRESTATIONS FORMATIONS-PE;IDF0054;;fShcn1EOkd;DR ILE DE FRANCE-PE;;;93160;NOISY LE GRAND;France;;;;;;Oui;ARovVA6I9H;com93051;dep93;reg11;arr93051
3941;kuNEotpn4Q;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME SAGE-PE;;PLATEFORME SAGE-PE;GRE0022;;kGXC0ufTYw;DR GRAND EST-PE;;;51873;REIMS;France;;;;;;Oui;ARovVA6I9H;com51454;dep51;reg44;arr51454
3943;m3dW72P6ov;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME SERVICES A DISTANCE-PE;;PLATEFORME SERVICES A DISTANCE-PE;CEN0051;;mWgHIpDR5T;DR CENTRE-VAL DE LOIRE-PE;;;45032;ORLEANS;France;;;;;;Oui;ARovVA6I9H;com45234;dep45;reg24;arr45234
3945;WLMBnHRoaG;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME SUD-PAU-PE;;PLATEFORME SUD - PAU-PE;NAQ0283;;CfFpIVsosQ;DR NOUVELLE-AQUITAINE-PE;;;64000;PAU;France;;;;;;Oui;ARovVA6I9H;com64445;dep64;reg75;arr64445
3949;kgJQW9lxqv;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME TELEPHONIQUE RHONE-ALPES-PE;;PLATEFORME TELEPHONIQUE RHONE-ALPES-PE;ARA0072;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;42160;ANDREZIEUX BOUTHEON;France;;;;;;Oui;ARovVA6I9H;com42005;dep42;reg84;arr42005
4465;AdNesogLLk;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CREIL MONTATAIRE-PE;;CREIL MONTATAIRE-PE;HDF0205;;UIfRxbDtJ7;DTD OISE-PE;;;60160;MONTATAIRE;France;;;;;;Oui;VBk7hCR4zw;com60414;dep60;reg32;arr60414
4467;c79cezycUh;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CREIL NOGENT-PE;;CREIL NOGENT-PE;HDF0219;;UIfRxbDtJ7;DTD OISE-PE;;;60183;NOGENT SUR OISE;France;;;;;;Oui;VBk7hCR4zw;com60463;dep60;reg32;arr60463
4469;yDqhQ5chpb;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CREST-PE;;CREST-PE;ARA0267;;nnKTMLOmxL;DTD DROME-PE;;;26401;CREST;France;;;;;;Oui;VBk7hCR4zw;com26108;dep26;reg84;arr26108
4471;pncgtch4o1;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CRETEIL-PE;;CRETEIL-PE;IDF0286;;kU7v7BSZlz;DTD 94 VAL-DE-MARNE EST-PE;;;94000;CRETEIL;France;;;;;;Oui;VBk7hCR4zw;com94028;dep94;reg11;arr94028
4477;KA9CN6QLtV;POLE EMPLOI;AGENCE POLE EMPLOI (APE);CROIX-PE;;CROIX-PE;HDF0040;;aoHBIcFBXF;DTD VERSANT NORD EST-PE;;;59170;CROIX;France;;;;;;Oui;VBk7hCR4zw;com59163;dep59;reg32;arr59163
4501;Q4dD8uUKr4;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);CROZON-PE;;CROZON-PE;BRE0041;;Zn2U6tJrCI;DT 29 FINISTERE-PE;;;29160;CROZON;France;;;;;;Oui;40u6qHhYe2;com29042;dep29;reg53;arr29042
4605;tC9Vi1SJri;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);POINT RELAIS CHATEAU-CHINON-PE;;POINT RELAIS CHATEAU-CHINON-PE;BFC0024;;19Qe1xi2Jg;DT 58/89 NIEVRE YONNE-PE;;;58120;CHATEAU CHINON VILLE;France;;;;;;Oui;40u6qHhYe2;com58062;dep58;reg27;arr58062
4608;MHWXF65DZY;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);POINT RELAIS MEUDON-PE;;POINT RELAIS MEUDON-PE;IDF0189;;cMHGqfA2Pk;DT 92 HAUTS-DE-SEINE-PE;;;92360;MEUDON;France;;;;;;Oui;40u6qHhYe2;com92048;dep92;reg11;arr92048
4892;cRP48GjVyH;POLE EMPLOI;PFP POLE EMPLOI;SERVICE REGIONAL AUX DEMANDEURS-PE;;SERVICE REGIONAL AUX DEMANDEURS-PE;PDL0056;;Cl4tiFvz12;DR PAYS DE LA LOIRE-PE;;;44816;SAINT-HERBLAIN;France;;;;;;Oui;ARovVA6I9H;com44162;dep44;reg52;arr44162
4894;kBVby477oR;POLE EMPLOI;PFP POLE EMPLOI;SERVICES @ DISTANCE-PE;;SERVICES @ DISTANCE-PE;IDF0208;;fShcn1EOkd;DR ILE DE FRANCE-PE;;;93160;NOISY LE GRAND;France;;;;;;Oui;ARovVA6I9H;com93051;dep93;reg11;arr93051
4897;cpWfUBvQd2;POLE EMPLOI;PFP POLE EMPLOI;SETEC-PE;;SETEC-PE;BRE0055;;TT36uVh7th;DR BRETAGNE-PE;;;35067;RENNES;France;;;;;;Oui;ARovVA6I9H;com35238;dep35;reg53;arr35238
4936;K4kbp3dzTb;POLE EMPLOI;AGENCE POLE EMPLOI (APE);SIX FOURS-PE;;SIX FOURS-PE;PAC0087;;5VxX0JsZrg;DTD BASSIN TOULON-PE;;;83180;SIX FOURS LES PLAGES;France;;;;;;Oui;VBk7hCR4zw;com83129;dep83;reg93;arr83129
4939;IOAf6jnU20;POLE EMPLOI;AGENCE POLE EMPLOI (APE);SOMAIN-PE;;SOMAIN-PE;HDF0098;;cFzyCR6Kmc;DTD HAINAUT-PE;;;59490;SOMAIN;France;;;;;;Oui;VBk7hCR4zw;com59574;dep59;reg32;arr59574
4994;Nv313yWG7z;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PONT-L'ABBE-PE;;PONT-L'ABBE-PE;BRE0052;;SHb3lJdXH8;DTD CORNOUAILLE-PE;;;29124;PONT-L'ABBÉ;France;;;;;;Oui;VBk7hCR4zw;com29220;dep29;reg53;arr29220
5006;go7dpMwaGG;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PORTET SUR GARONNE-PE;;PORTET SUR GARONNE-PE;OCC0099;;vJjQq9BLni;DTD HAUTE-GARONNE EXTRA-MUROS-PE;;;31120;PORTET SUR GARONNE;France;;;;;;Oui;VBk7hCR4zw;com31433;dep31;reg76;arr31433
5013;Br2lWSUsz5;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);PR CHIRONGUI-PE;;PR CHIRONGUI-PE;MAY0004;;9RVR9vqtdZ;DT 976 MAYOTTE-PE;;;97620;CHIRONGUI;France;;;;;;Oui;40u6qHhYe2;com97606;dep976;reg06;arr97606
5055;RMyVBTMMCv;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DAMMARIE-LES-LYS-PE;;DAMMARIE-LES-LYS-PE;IDF0334;;3dKoR4mh6o;DTD 77 SEINE-ET-MARNE SUD-PE;;;77190;DAMMARIE LES LYS;France;;;;;;Oui;VBk7hCR4zw;com77152;dep77;reg11;arr77152
5101;WjLyMdSxP0;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PRIVAS-PE;;PRIVAS-PE;ARA0268;;jzgLH7xge3;DTD ARDECHE-PE;;;7007;PRIVAS;France;;;;;;Oui;VBk7hCR4zw;com07186;dep07;reg84;arr07186
5104;VaqIONTZV5;POLE EMPLOI;AGENCE RELAIS POLE EMPLOI (RPE);PROPRIANO-PE;;PROPRIANO-PE;COR0006;;GnwJTnB5pI;DT 20 CORSE DU SUD-PE;;;20110;PROPRIANO;France;;;;;;Oui;40u6qHhYe2;com2A249;dep2A;reg94;arr2A249
5107;BruDJ8gji9;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PROVINS-PE;;PROVINS-PE;IDF0337;;3dKoR4mh6o;DTD 77 SEINE-ET-MARNE SUD-PE;;;77160;PROVINS;France;;;;;;Oui;VBk7hCR4zw;com77379;dep77;reg11;arr77379
5113;Jp8Yxpgg8I;POLE EMPLOI;PFP POLE EMPLOI;PTC LIEUSAINT-PE;;PTC LIEUSAINT-PE;IDF0420;;fShcn1EOkd;DR ILE DE FRANCE-PE;;;77564;LIEUSAINT;France;;;;;;Oui;ARovVA6I9H;com77251;dep77;reg11;arr77251
5116;XZgI4mJKKK;POLE EMPLOI;PFP POLE EMPLOI;PTF PRODUCTION CENTRALISEE AOS-PE;;PTF PRODUCTION CENTRALISEE AOS-PE;HDF0283;;Q0pv3BKVOA;DR HAUTS-DE-FRANCE-PE;;;80094;AMIENS;France;;;;;;Oui;ARovVA6I9H;com80021;dep80;reg32;arr80021
5119;nCeYZkKP5F;POLE EMPLOI;PFP POLE EMPLOI;PTF PRODUCTION CENTRALISEE NPDC-PE;;PTF PRODUCTION CENTRALISEE NPDC-PE;HDF0260;;Q0pv3BKVOA;DR HAUTS-DE-FRANCE-PE;;;59650;VILLENEUVE D ASCQ;France;;;;;;Oui;ARovVA6I9H;com59009;dep59;reg32;arr59009
5143;ZNECc00pC8;POLE EMPLOI;AGENCE POLE EMPLOI (APE);RAVINE DES CABRIS-PE;;RAVINE DES CABRIS-PE;REU0024;;seQsaxxxKs;DTD SO-PE;;;97432;SAINT-PIERRE;France;;;;;;Oui;VBk7hCR4zw;com97416;dep974;reg04;arr97416
5175;cGf4eloVw0;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DECAZEVILLE-PE;;DECAZEVILLE-PE;OCC0028;;0JW2xfy80i;DTD TARN AVEYRON 2-PE;;;12300;DECAZEVILLE;France;;;;;;Oui;VBk7hCR4zw;com12089;dep12;reg76;arr12089
5196;TSsImgdtvU;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DENAIN-PE;;DENAIN-PE;HDF0112;;cFzyCR6Kmc;DTD HAINAUT-PE;;;59220;DENAIN;France;;;;;;Oui;VBk7hCR4zw;com59172;dep59;reg32;arr59172
5206;lTXVkyjG1y;POLE EMPLOI;AGENCE POLE EMPLOI (APE);REIMS JEANNE D'ARC-PE;;REIMS JEANNE D'ARC-PE;GRE0023;;C1u4ZNgcfb;DTD MARNE-PE;;;51685;REIMS;France;;;;;;Oui;VBk7hCR4zw;com51454;dep51;reg44;arr51454
5232;twvjnLvBCn;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DIGOIN-PE;;DIGOIN-PE;BFC0047;;F3JbO76q14;DTD 71 SAÔNE-ET-LOIRE-PE;;;71160;DIGOIN;France;;;;;;Oui;VBk7hCR4zw;com71176;dep71;reg27;arr71176
5235;PcGv0ltNKL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);DIJON NORD-PE;;DIJON NORD-PE;BFC0065;;bBC9T5Ut3T;DTD 21 COTE-D'OR-PE;;;21000;DIJON;France;;;;;;Oui;VBk7hCR4zw;com21231;dep21;reg27;arr21231
5342;saXrkWRZI7;POLE EMPLOI;PFP POLE EMPLOI;DIRECTION CONTROLE RECHERCHE EMPLOI-PE;;DIRECTION CONTROLE RECHERCHE EMPLOI-PE;NOR0152;;Ep6KQ8l2oN;DR NORMANDIE-PE;;;76800;SAINT-ETIENNE DU ROUVRAY;France;;;;;;Oui;ARovVA6I9H;com76575;dep76;reg28;arr76575
5490;L8mRmZDT2r;POLE EMPLOI;POLE EMPLOI;DIRECTION GENERALE-PE;;DIRECTION GENERALE-PE;DGE0001;;;;;;75987;PARIS 20;France;;;;;;Oui;5Zc2vucN2E;com75056;dep75;reg11;arr75056-87
5507;i8FRolhRyx;POLE EMPLOI;PFP POLE EMPLOI;DIRECTION PRODUCTION 27 61 76-PE;;DIRECTION PRODUCTION 27 61 76-PE;NOR0066;;Ep6KQ8l2oN;DR NORMANDIE-PE;;;76800;SAINT-ETIENNE DU ROUVRAY;France;;;;;;Oui;ARovVA6I9H;com76575;dep76;reg28;arr76575
5537;FuF0pAGRuE;POLE EMPLOI;DT POLE EMPLOI;DT 14/50 CALVADOS MANCHE-PE;;DT 14/50 CALVADOS MANCHE-PE;NOR0039;;Ep6KQ8l2oN;DR NORMANDIE-PE;;;14058;CAEN;France;;50.0;;;;Oui;wYYbB0zJE3;com14118;dep14;reg28;arr14118
5546;Zn2U6tJrCI;POLE EMPLOI;DT POLE EMPLOI;DT 29 FINISTERE-PE;;DT 29 FINISTERE-PE;BRE0024;;TT36uVh7th;DR BRETAGNE-PE;;;29218;BREST;France;;29.0;;;;Oui;wYYbB0zJE3;com29019;dep29;reg53;arr29019
5549;DCqKcniM6b;POLE EMPLOI;DT POLE EMPLOI;DT 32/65 GERS-HAUTES-PYRENEES-PE;;DT 32/65 GERS - HAUTES-PYRENEES-PE;OCC1035;;mYx3ceTOIx;DR OCCITANIE-PE;;;65000;TARBES;France;;;;;;Oui;wYYbB0zJE3;com65440;dep65;reg76;arr65440
5558;bTpXO7zmt5;POLE EMPLOI;DT POLE EMPLOI;DT 42 LOIRE HAUTE-LOIRE-PE;;DT 42 LOIRE HAUTE-LOIRE-PE;ARA1363;;TSiszqwjIr;DR AUVERGNE-RHONE-ALPES-PE;;;42955;SAINT-ETIENNE;France;;42.0;;;;Oui;wYYbB0zJE3;com42218;dep42;reg84;arr42218
5561;PJyQNJmeqY;POLE EMPLOI;DT POLE EMPLOI;DT 49 MAINE ET LOIRE-PE;;DT 49 MAINE ET LOIRE-PE;PDL0103;;Cl4tiFvz12;DR PAYS DE LA LOIRE-PE;;;49000;ANGERS;France;;49.0;;;;Oui;wYYbB0zJE3;com49007;dep49;reg52;arr49007
5570;QTXU6wmlLo;POLE EMPLOI;DT POLE EMPLOI;DT 54/55 MEURTHE ET MOSELLE-MEUSE-PE;;DT 54/55 MEURTHE ET MOSELLE - MEUSE-PE;GRE1109;;kGXC0ufTYw;DR GRAND EST-PE;;;54032;NANCY;France;;55.0;;;;Oui;wYYbB0zJE3;com54395;dep54;reg44;arr54395
5575;19Qe1xi2Jg;POLE EMPLOI;DT POLE EMPLOI;DT 58/89 NIEVRE YONNE-PE;;DT 58/89 NIEVRE YONNE-PE;BFC0605;;gfy6CXHUzr;DR BOURGOGNE-FRANCHE-COMTE-PE;;;89000;AUXERRE;France;;89.0;;;;Oui;wYYbB0zJE3;com89024;dep89;reg27;arr89024
5578;PZlsFFoeAP;POLE EMPLOI;DT POLE EMPLOI;DT 60 OISE-PE;;DT 60 OISE-PE;HDF0199;;Q0pv3BKVOA;DR HAUTS-DE-FRANCE-PE;;;60000;BEAUVAIS;France;;60.0;;;;Oui;wYYbB0zJE3;com60057;dep60;reg32;arr60057
5587;Id299Lg3Hb;POLE EMPLOI;DT POLE EMPLOI;DT 76 SEINE MARITIME-PE;;DT 76 SEINE MARITIME-PE;NOR0065;;Ep6KQ8l2oN;DR NORMANDIE-PE;;;76000;ROUEN;France;;76.0;;;;Oui;wYYbB0zJE3;com76540;dep76;reg28;arr76540
5596;CpI5zs8pUu;POLE EMPLOI;DT POLE EMPLOI;DT 83 VAR-PE;;DT 83 VAR-PE;PAC0071;;EbvcJ9vJdm;DR PROVENCE ALPES COTE D'AZUR-PE;;;83000;TOULON;France;;83.0;;;;Oui;wYYbB0zJE3;com83137;dep83;reg93;arr83137
5599;FiOTYvWj7s;POLE EMPLOI;DT POLE EMPLOI;DT 88 VOSGES-PE;;DT 88 VOSGES-PE;GRE0067;;kGXC0ufTYw;DR GRAND EST-PE;;;88020;EPINAL;France;;88.0;;;;Oui;wYYbB0zJE3;com88160;dep88;reg44;arr88160
5853;xtTFsjtNUp;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MAISONS-ALFORT-PE;;MAISONS-ALFORT-PE;IDF0297;;kU7v7BSZlz;DTD 94 VAL-DE-MARNE EST-PE;;;94700;MAISONS ALFORT;France;;;;;;Oui;VBk7hCR4zw;com94046;dep94;reg11;arr94046
5856;Vgm41mDzvI;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MAMERS-PE;;MAMERS-PE;PDL0044;;bvrWaLIUEN;DTD LE MANS NORD-SARTHE-PE;;;72600;MAMERS;France;;;;;;Oui;VBk7hCR4zw;com72180;dep72;reg52;arr72180
5857;Y1UY6VBe8S;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MANOSQUE-PE;;MANOSQUE-PE;PAC0132;;TkkOwbToAT;DTD ALPES 04-05-PE;;;4107;MANOSQUE;France;;;;;;Oui;VBk7hCR4zw;com04112;dep04;reg93;arr04112
5859;nNlmUYBaf2;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MANTES-LA-JOLIE-PE;;MANTES-LA-JOLIE-PE;IDF0372;;hZ3JziYxXR;DTD 78 YVELINES GRAND OUEST-PE;;;78200;MANTES LA JOLIE;France;;;;;;Oui;VBk7hCR4zw;com78361;dep78;reg11;arr78361
5864;0iNSwOUJfj;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MARIGNANE-PE;;MARIGNANE-PE;PAC0055;;sZENNrtiw1;DTD OUEST PROVENCE-PE;;;13700;MARIGNANE;France;;;;;;Oui;VBk7hCR4zw;com13054;dep13;reg93;arr13054
5869;3ILbPFL0Kk;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MARSEILLE LA VALENTINE-PE;;MARSEILLE LA VALENTINE-PE;PAC0061;;pKATlECH08;DTD MARSEILLE COLLINE-PE;;;13391;MARSEILLE 11;France;;;;;;Oui;VBk7hCR4zw;com13055;dep13;reg93;arr13055-91
5875;f5mos56E1D;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MAUBEUGE PASTEUR-PE;;MAUBEUGE PASTEUR-PE;HDF0090;;cFzyCR6Kmc;DTD HAINAUT-PE;;;59600;MAUBEUGE;France;;;;;;Oui;VBk7hCR4zw;com59392;dep59;reg32;arr59392
5892;VtlnZUbrSo;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MEAUX-PE;;MEAUX-PE;IDF0332;;kz4oP1rZde;DTD 77 SEINE-ET-MARNE NORD-PE;;;77337;MEAUX;France;;;;;;Oui;VBk7hCR4zw;com77284;dep77;reg11;arr77284
5896;ypeuw4H2i0;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MENDE-PE;;MENDE-PE;OCC0154;;fkcFtU3LVw;DTD GARD LOZERE 1-PE;;;48000;MENDE;France;;;;;;Oui;VBk7hCR4zw;com48095;dep48;reg76;arr48095
5897;UQeIRTnzzc;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MENTON-PE;;MENTON-PE;PAC0169;;BlBFFt3qA4;DTD 6 PUY-DE-DÔME-PE;;;6500;MENTON;France;;;;;;Oui;VBk7hCR4zw;com06083;dep06;reg93;arr06083
5900;LaZ5YjE3FE;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MERU-PE;;MERU-PE;HDF0222;;UIfRxbDtJ7;DTD OISE-PE;;;60114;MERU;France;;;;;;Oui;VBk7hCR4zw;com60395;dep60;reg32;arr60395
5904;TUGmQdvCDz;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MEXIMIEUX-PE;;MEXIMIEUX-PE;ARA0280;;FfnLStcN9Q;DTD AIN-PE;;;1800;MEXIMIEUX;France;;;;;;Oui;VBk7hCR4zw;com01244;dep01;reg84;arr01244
5907;eNKQ9Mfpob;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PERONNE-ALBERT-PE;;PERONNE-ALBERT-PE;HDF0194;;FFLz2Fnouq;DTD SOMME-PE;;;80201;PERONNE;France;;;;;;Oui;VBk7hCR4zw;com80620;dep80;reg32;arr80620
5911;hpY3zRAY3a;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PERPIGNAN SANT VICENS-PE;;PERPIGNAN SANT VICENS-PE;OCC0132;;vYnDzz4wlz;DTD HAUTE-GARONNE INTRA-MUROS-PE;;;66330;CABESTANY;France;;;;;;Oui;VBk7hCR4zw;com66028;dep66;reg76;arr66028
5917;RF24DbZu60;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PERTUIS-PE;;PERTUIS-PE;PAC0114;;PnhPuHeomW;DTD LUBERON LEZ PROVENCE-PE;;;84122;PERTUIS;France;;;;;;Oui;VBk7hCR4zw;com84089;dep84;reg93;arr84089
5921;IXq05UO9aL;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PETIT-BOURG-GOYAVE-PE;;PETIT-BOURG - GOYAVE-PE;GUA0160;;dbCJOCgyCb;DT 971 BASSE-TERRE ET MARIE-GALANTE-PE;;;97170;PETIT BOURG;France;;;;;;Oui;VBk7hCR4zw;com97118;dep971;reg01;arr97118
5923;T7M48b0UIE;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PEZENAS-PE;;PEZENAS-PE;OCC0185;;zhle5FODZl;DTD HERAULT 2-PE;;;34120;PEZENAS;France;;;;;;Oui;VBk7hCR4zw;com34199;dep34;reg76;arr34199
6001;PSGwZwnK6P;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MIRAMAS-PE;;MIRAMAS-PE;PAC0008;;sZENNrtiw1;DTD OUEST PROVENCE-PE;;;13148;MIRAMAS;France;;;;;;Oui;VBk7hCR4zw;com13063;dep13;reg93;arr13063
6003;zjLyj4t5WV;POLE EMPLOI;AGENCE POLE EMPLOI (APE);PLAISIR-PE;;PLAISIR-PE;IDF0371;;G8I6oZSpRv;DTD 78 YVELINES CENTRE EST-PE;;;78370;PLAISIR;France;;;;;;Oui;VBk7hCR4zw;com78490;dep78;reg11;arr78490
6009;Rq6GOKgnWx;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME CENTRE-BORDEAUX-PE;;PLATEFORME CENTRE - BORDEAUX-PE;NAQ0282;;CfFpIVsosQ;DR NOUVELLE-AQUITAINE-PE;;;33152;CENON;France;;;;;;Oui;ARovVA6I9H;com33119;dep33;reg75;arr33119
6012;r3ZFHsusTU;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME CRE GRAND EST-PE;;PLATEFORME CRE GRAND EST-PE;GRE1112;;kGXC0ufTYw;DR GRAND EST-PE;;;54032;NANCY;France;;;;;;Oui;ARovVA6I9H;com54395;dep54;reg44;arr54395
6015;JoxotF7Ypr;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME CRE IDF-PE;;PLATEFORME CRE IDF-PE;IDF1568;;fShcn1EOkd;DR ILE DE FRANCE-PE;;;93160;NOISY LE GRAND;France;;;;;;Oui;ARovVA6I9H;com93051;dep93;reg11;arr93051
6016;0JPZ351YdS;POLE EMPLOI;PFP POLE EMPLOI;MOBILITE INTERNATIONALE-PE;;MOBILITE INTERNATIONALE-PE;PES0013;;TZ0Ldw7gVs;DTC DIRECTION SERVICES AUX D.E.-PE;;;92709;COLOMBES;France;;;;;;Oui;ARovVA6I9H;com92025;dep92;reg11;arr92025
6018;TJGIJGXJth;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME DE PRESTATION ET DE FORM-PE;;PLATEFORME DE PRESTATION ET DE FORM-PE;MAY0014;;9RVR9vqtdZ;DT 976 MAYOTTE-PE;;;97600;MAMOUDZOU;France;;;;;;Oui;ARovVA6I9H;com97611;dep976;reg06;arr97611
6021;Bo2xbZ8yp5;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME DE PRODUCTION GUADELOUPE-PE;;PLATEFORME DE PRODUCTION GUADELOUPE-PE;GUA0034;;EWJoiJL8eo;DR GUADELOUPE-PE;;;97122;BAIE MAHAULT;France;;;;;;Oui;ARovVA6I9H;com97103;dep971;reg01;arr97103
6022;ZWQg7aCoBO;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MOLSHEIM-PE;;MOLSHEIM-PE;GRE0187;;u62r57ufM8;DTD CENTRE ET NORD ALSACE-PE;;;67120;MOLSHEIM;France;;;;;;Oui;VBk7hCR4zw;com67300;dep67;reg44;arr67300
6024;NOGhndDPos;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME INTECX-PE;;PLATEFORME INTECX-PE;GRE0088;;kGXC0ufTYw;DR GRAND EST-PE;;;54032;NANCY;France;;;;;;Oui;ARovVA6I9H;com54395;dep54;reg44;arr54395
6027;u6C5GAlSWH;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME NORD-POITIERS-PE;;PLATEFORME NORD - POITIERS-PE;NAQ0155;;CfFpIVsosQ;DR NOUVELLE-AQUITAINE-PE;;;86280;SAINT-BENOIT;France;;;;;;Oui;ARovVA6I9H;com86214;dep86;reg75;arr86214
6028;AXqX7ipNaR;POLE EMPLOI;AGENCE POLE EMPLOI (APE);MONDEVILLE-PE;;MONDEVILLE-PE;NOR0054;;PynLTIdqU9;DTD CALVADOS-PE;;;14120;MONDEVILLE;France;;;;;;Oui;VBk7hCR4zw;com14437;dep14;reg28;arr14437
6030;PIu4xbUC7i;POLE EMPLOI;PFP POLE EMPLOI;PLATEFORME PRODUCTION MARTINIQUE-PE;;PLATEFORME PRODUCTION MARTINIQUE-PE;MAR0135;;FaiyOVNQ37;DTC MARTINIQUE-PE;;;97200;FORT DE FRANCE;France;;;;;;Oui;ARovVA6I9H;com97209;dep972;reg02;arr97209
