rate,review_text,object_address,cleaned_text,sentiment,top_negative_words,top_positive_words
1,"Du meme avis que tous les commentaires,  Comportement inadmissible et agressif de mon conseiller un certain bert***d qui me prend de haut "" vous etes au debut de votre carriere,  vous n'etes rien, moi j'ai 30 ans d'experience dans le privé, donc calmez vous et descendez d'un ton""  Ne m'a apporté aucune reponse. d'une mauvaise foi absolu. Je peux transmettre les échanges par mail si nécéssaire  Lettre envoyée à la directrice de l'agence pour escalade.","42 Av. Aristide Briand, 92160 Antony",avis commentaire comportement inadmissible agressif conseiller bert***d haut ete debut carriere rien experience privé calmer aucun reponse mauvais foi absolu échange mail nécéssair lettre directrice agence escalade,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
3,Malheureusement il y a toujours du monde la queu semble interminable et les dames de l'accueil toujours aussi peu agréable et souriante. Par contre la conseillère est super sympa douce et réactive.,"25 Bd Victor Hugo, 31770 Colomiers",malheureusement monde queu interminable dame accueil agréable souriant contre conseiller sympa réactif,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,Les gens qui vous reçoive sont hautain croire de perdre son emploi est notre faute,"3 Rue de l'Ouillette, 85200 Fontenay-le-Comte",reçoiv hautain emploi faute,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,très bon suivi,"8 Rue Léon Blum, 26200 Montélimar",bon suivi,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,"Très bon accueil, c'est important quand on est un peu perdue dans sa recherche d'emploi. Pour ma part, une reconversion après 16 années dans le médical. Psychologue de travail très agréable, ce rendez vous m'a donné plus confiance en moi. J'ai eu l'occasion de rencontrer et de discuter avec Mme L. Cet échange a été très positif pour moi. J'ai assisté à une réunion d'information sur une société, suivie d'un premier entretien pour un eventuel poste. Je trouve ce format très intéressant et très motivant. Merci à toute l'équipe du Pôle Emploi de Givors.","18 Rue Jacques Prévert, 69700 Givors",bon accueil important recherche emploi part reconversion année médical psychologue travail agréable rendez confiance occasion mme échange positif réunion information société suivie entretien eventuel poste format intéressant équipe pôle givor,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Je plains sincèrement ceux qui sont confrontés aux conseillers/conseillères emploi de cette agence. Leurs conseils ne valent pas grand chose, pour ne pas dire rien du tout... Tout ce qu'ils savent faire, c'est fliquer les demandeurs d'emploi. Méfiez-vous de ces gens : le moindre prétexte sera bon pour vous radier de la liste des demandeurs d'emploi, ils n'attendent que cela. La note de 0 étoile serait plus appropriée, mais elle n'est pas proposée.","28 Bd du Thoré, 81200 Aussillon",plain conseiller conseiller agence conseil grand chose rien ... demandeur emploi -vou moindre prétexte bon liste demandeur emploi celer note étoile,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
2,Pôle Emploi le nom résume le lieu pas besoin d'en rajouter...,"43 Bd de la Moselle, 59160 Lille",pôle nom lieu besoin ...,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Cela fait bientot 5 mois que mon dossier est en attente de traitement. Je nai plus d'argent. Jai du rendre mon apparte. Mais quand je les relence il m'esplique ""on a tous des soucis madame"" inadmisible ! Scandaleux. On vous laisse creuver au chomage.","202 Rue de la Croix Nivert, 75015 Paris",celer bientot mois dossier attente traitement argent jai apparte relence espliqu souci monsieur inadmisibl scandaleux chomage,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,Très bon accueil et quand tout va mal bonne écoute humaine bienveillance patience pas de miracle ça c est impossible mais ce respect là réconforte,"22 Rue du Bignon, 35700 Rennes",bon accueil mal bon écoute humain bienveillance patienc miracle impossible respect,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
2,Un pôle emploi comme les autres ..,"47 Av. Turgot, 19200 Ussel",pôle,0,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,"Ma femme vient de m’appeler en pleurs après son 1er RDV avec son conseiller Pôle emploi. Cet énergumène  a été hautain condescendant menaçant et lui a raccroché au nez. Sachez sue nous ne sommes pas vos chiens monsieur, même les chiens sont mieux traités, Heureusement pour vous ce n’était pas en RDV physique et en mon absence autrement JE VOUS AURAIT TRES TRES VITE PASSÉ L’ENVIE DE MAL PARLER A MA CONJOINTE, Il va sérieusement songer à calmer vos nerfs ou à changer de travail !","16 Rue des Longs Sillons, 77120 Coulommiers",femme pleur conseiller pôle emploi énergumène luire nez savoir savoir chien Monsieur chien mieux heureusement rendez-vous physique absence tre tre vite envie mal conjoint sérieusement nerf travail,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Si vos employeurs veulent pas travailler, il faut pas les garder!!!!!","31 Av. du Rhin, 67100 Strasbourg",employeur,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Pôle emploi il y a des employé sont des dormeurs, en plus j’ai déjà déclaré que j’ai un handicap ( sourde ) surtout ils doivent clôturer mon dossier à cause de mon absence pour le rendez vous le 7 mai  soudain avant de le 7 mai jusque là  je n’ai reçu aucun e-mail ni un courrier pour avoir la convocation d un rendez vous. Ça m énerve déjà de resincrire ce dossier plusieurs fois c’est penible ! Vu les avis de gens, les employés de pôle emploi posent toujours des questions importants ( par exemple : vous avez un permis etc ) ces employés de pole emploi nous perdent énormément du temps à trouver un travail ! Ils sont des paresseux Comme ils ne pensent pas aux gens qui ont besoin de travailler, qui sont handicapés etc ! Je réclame ce pôle emploi doit nous respecter et bouger leurs fesses !","2 Bd Maréchal Montgomery, 14400 Bayeux",pôle dormeur handicap sourde dossier cause absence rendez mai soudain mai aucun e-mail courrier convocation rendez resincrir dossier fois penibl avis employé pôle emploi poser question important exemple employé pole énormément temps travail paresseux besoin handicapé pôle emploi fesse,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,J’ai déposé mon dossier à l’agence le traitement était vachement rapide,"2630 Rue du Pont Hardy, 77400 Lagny-sur-Marne",dossier traitement vachement rapide,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
2,Pas accueillant.,"38 Bis Rte de Galice, 13080 Aix-en-Provence",,0,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
