,name,date,rate,review_text,object_name,object_address,overall_rating,review_num,object_url
446,Franck V.H.B,a year ago,5,J'ai pour une fois une très bonne personne qui a pris en charge mon dossier car je suis RQTH et je ne trouve pas de travail ( au passage si vous avez un plan sur Paris) je sais faire bcp de choses de la vente au magasinage. C'est prêt du …,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
447,Benoît G.,2 years ago,1,Conseillés très désagréable... Tu t’inscris à PE en 2021 et tu ne peux toucher aucune aide car tu suis une formation à distance depuis 2019 qui n’a rien à voir avec ton parcours professionnel alors que j’ai travaillé 7 ans non stop... c’est degueulasse.,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
448,Laurent Charles,3 years ago,1,"Les horaires sont magnifiques !!!
Bravo très pratique !!!
Et que dire de l'accueil  aucune amabilité  beaucoup de personnel mais qui font …",Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
449,Julian Arlia,3 years ago,5,Bravo vous avez reussi même a inventer des faux emplois mais précaires aussi. Vraiment le pays des nuls,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
450,K Tremel,4 years ago,5,Probablement la meilleure agence de Paris. Propre et spacieuse. Les personnes à l'acceuil étaient souriantes.,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
451,aurelia zouzou,4 years ago,5,"Bonne organisation, peu d'attente, personnel sérieux et professionnel.",Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
452,Léo Marchal,3 years ago,1,"""Bonjour je cherche du travail""
- Faut regarder sur le site
voila le boulot en 2020",Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
453,Laura B B,11 months ago,4,Bon accueil,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
454,Benidorm 2016,5 years ago,1,NUL LR REPONDEUR MARCHE PAS LES DEBILS,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
455,Pierre Laroque,3 years ago,3,Peu réactif,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
456,David Stein,4 years ago,1,Parasite humain,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
457,Soukaina Kouri,5 years ago,3,A l'écoute,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
458,Chadi Rachid,5 years ago,5,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
459,Damien Labruyere,5 years ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
460,Eugen Filfan,2 years ago,5,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
461,diane agrey,5 years ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
462,Isay isayev,5 years ago,5,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
463,kock deux,2 years ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
464,Laxmi Gurung,3 years ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
465,adam Ferrari V8,3 years ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
466,driss mbarki,4 months ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
467,pat jarosz,a year ago,1,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
468,Nathalie Schirlin,a year ago,5,,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
469,Délia MAUREN,a month ago,1,"Il n'y a plus de français dans ce pays comportement honteux!. Pôle emploi se nettoyer avant d'aller travailler !?
,et arrêter de changer de conseiller tous les4matin",Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
470,Shah M Hasan,3 years ago,2,"Unskilled staff... I went there 3 times but my purpose not served, finally they gave an appointment and the day I reached, there was an notice -""We closed today exceptionally"".
What a silly joke!!",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
471,Marofkhel Zamankhan,6 months ago,3,I went to appointment,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
472,Lb,6 months ago,1,"Ce pôle emploi est médiocre, imcompetence, surtout des conseillés qu il ne faut surtout pas déranger, on se demande ce qu ils font à pôle emplois, laissez votre place ,d autres attendent pour travailler. Les réponses soit disant dans les …",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
473,Alexis Bruneau,5 months ago,5,"Très bien reçu par mon conseiller. Il a fait des pieds et des mains pour m'expliquer, comprendre, synthétiser... Je vois mal ce qu'il aurait pû faire de plus. Vraiment agréablement surpris. Merci !",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
474,Sabrina Richard,7 months ago,2,"Je souhaite du courage aux personnes s'inscrivant auprès de cette agence. Autant vous pourrez tomber sur des perles avec un suivi exemplaire qui vous aident et vous conseillent jusqu'au bout, autant, vous pourrez tomber sur des personnes …",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
475,Alexandre Rumas,5 months ago,5,Au téléphone avec la conseillère Sophie d’une écoute et d’un professionnalisme incroyable il en faudrait plus des personnes comme elle .,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
476,Gabriel Borges,9 months ago,1,"Pôle emploi médiocre, personne pour prévenir quand les conseillers par en vacances, les dossiers sont mal traités, à fuir, j’ai pas eu de chance d’être tombé sur cette agence si jamais vous déménagez dans le 10 eme, svp ne mettez pas votre nouvelle adresse gardez votre agence, y’a pas pire que celle du 10 eme.",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
477,Alina Lagarde,2 years ago,5,Wow c'est la première fois de ma vie que je suis à Pôle emploi et ces gens sont incroyables ! Je ne comprends pas tellement pourquoi il y a autant de critiques vis à vis de cette institution.. …,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
478,ouerghuemi siham-diane,2 years ago,1,0/10 J'appelle depuis 9h on m'a répondu et raccroché dessus 2 fois alors que le temps d'attente est de minimum 15 min à chaque fois! J'ai demandé à ce qu'on me rapl dans les 2h ça n'a pas été fait! Nous sommes en crise sanitaire et ils préfèrent que les gens ce déplace en agence directement c'est incroyable,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
479,Bilal benabou,a year ago,1,"La plupart (pas tous) ne connaissent pas leurs travail et y sont juste pour passer le temps, j'y vais pour modifier ma déclaration mensuelle, la dame n'y arrive pas et commence à devenir désagréable, elle part voir une des ses collègues …",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
480,Emilie B.,4 years ago,5,"Accueil et orientation très bonne de l'agent de sécurité, personnel d'Accueil efficace, conseillère pôle emploi à l'écoute du projet professionnel et facilitatrice dans les démarches. Je recommande.",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
481,zazou zazou,a year ago,1,Une honte aucune imprimante qui marche jamais de papier si je pouvais mettre zéro ça serait avec plaisir.,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
482,Édipo Castro,4 months ago,1,C'est triste!,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
483,Laurent Rapin,4 years ago,5,Accueil très agréable. Efficace et tres rapide pour un dépôt de dossier allocation chômage.  Les agents me semble  très compétant,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
484,Eddy Boulard,4 years ago,1,"un turn over incroyable, jamais le même conseiller. Ils ont plus de pb que nous avec leur poste.",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
485,margarida leao,a year ago,5,"Service rapide, aimable et efficace!",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
486,Yass75 la,a year ago,5,Très bien,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
487,Nazim75 Tergou,4 years ago,1,Je vous le déconseille très désagréable sincèrement un service vraiment médiocre,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
488,Kappy Kappy,3 years ago,4,"Le personnel de l agence sont  sympathiques ,le vigile aussi .",Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
489,Mathias,4 months ago,1,une blague,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
490,Abdelatif Elhadad,4 years ago,1,Très sale,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
491,Gary Thai,4 years ago,1,D'une incompétence incroyable!,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
492,Kenshin Uchino,3 years ago,1,Service très mauvais,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
493,Khan Afghan,a year ago,1,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
494,Allwyn Mathew,5 years ago,5,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
495,Kevin Fraissine,2 years ago,1,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
496,Stef Paris,a year ago,5,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
497,Dia Brehana,a month ago,5,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
498,Arouna Kone,6 years ago,4,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
499,youssef younsi,2 years ago,5,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
500,Karim Harres,5 years ago,1,,Pôle emploi,Pole emploi Vicq d'Azir,2.7,31,https://www.google.com/maps/
501,Anna Pronina,6 years ago,5,Perfect service! The team is so professional. Everything is bright new in this building,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
502,Alexandre NGUYEN VAN TY,2 months ago,1,"Inadmissible et honteux tout simplement. Attente pendant 1h après l'heure du rdv, tout ça pour qu'on me dise que le rdv était annulé mais qu'ils avaient ""oublié"" de me prévenir ?! Comment est-ce possible alors que c'est censé être votre …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
503,Down Me,4 months ago,2,Accueilli par une personne féminine d'un âge certain très désagréable qui s'exprime mal et s'agace après une mauvaise compréhension. Certainement une ancienne bergère qui n'a pas l'habitude de gérer des personnes civilisées. Conseillers et dirigeants très bien,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
504,Hassan Bashir,2 weeks ago,1,"Je suis Hassan Bashir, j'ai besoin de rendez-vous, s'il vous plaît, j'ai un problème avec mon dossier.",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
505,Caroline Av,a year ago,1,"De loin la pire agence.
D'une incompétence sans nom.
Mon indemnisation a été bloquée sans raison pendant deux mois et ils ont …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
506,Bron Laurence Sylvie (Bertille Demelet),3 months ago,4,"Je suis allée à une réunion collective au Pôle Emploi Brancion,
et j'étais dans une partie des locaux après le numéro 10, dans l'amphithéâtre.",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
507,Teddy Nonthaveth,a year ago,2,"Côté Spectacle, hormis la manageuse qui connait son travail, le reste de l'équipe et la structure est totalement incompatible avec le fonctionnement du métier d'artiste. …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
508,Daduriaan,2 years ago,5,"J'ai passé un entretien avec un conseiller pôle emploi avec qui cela s'est très bien passé. Conseiller très aimable, à l'écoute et qui a eu des conseils et un discours adaptés à ma situation. Merci M. Da Costa ! …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
509,A “AdG” dG,a year ago,1,Aujourd'hui des personnes sans compétence ont la main mise sur nos DROITS... Les services pôle emploi sont infectes et nuls !!! Je vais devoir passer par le défenseur des droits pour pouvoir ouvrir mes droits... Fatigant,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
510,Pauline Lscn,3 years ago,1,"Très mauvaise expérience auprès d'un conseiller impoli, un peu trop ""à l'aise"" dans ses propos, incompréhensif, s'exprimant avec un ton dédaigneux comme j'ai rarement vu auparavant. …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
511,TheRecipe Since1991,2 years ago,1,"le pire entretien téléphonique de toute ma vie c'est la première fois qu'une administration me raccroche au nez pourtant tout se passé très bien j'avais de bons ""conseils"" venant d'une soi-disant ""conseillère"" et soudain ! énervement total …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
512,Famille LE JAN PUJANA,3 years ago,4,"Gros à priori sur l’administration / bureaucratie française.... force est de constater que ce fut rapide, efficace, presque agréable compte tenu des circonstances. Merci à mon conseiller Pierre Yves ce matin qui fut sympathique, empathique, …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
513,Badgal,4 years ago,1,"Nul. Changement de conseillers après chaque entretiens, 1 mois d’attente entre chaque rdv, la psychologue du travail vous refuse l accès à la formation car elle juge que vous avez « trop de problèmes »! Ils se couvrent tous entres eux, …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
514,angela merkel,6 years ago,2,"1 ou 2 personnes à l accueil général sont complétement mal lunés , je me plains d une annonce qu'ils m ont envoyé et qui ne correspond en rien à mes compétences , ils me menacent avec des phrases toutes faites du type : il est temps de …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
515,Léa V,4 years ago,1,"Comme il est mentionné ci-dessous, un vrai changement est notable (et celui-ci est très négatif) depuis cette année 2019.. j'ai rarement été aussi mal reçue pour un appel où, si la personne a décroché après quelques minutes d'attentes, celle-ci me fait patienter ""quelques instants"" : des instants qui ont duré 20 grosses minutes...",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
516,Soso De Stras,5 months ago,5,Accueil professionnel . Ont répondu à mes questions.,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
517,Elyo Salloum,4 years ago,1,"Un accueil sans précédent au téléphone. Ne les dérangez surtout pas si vous avez besoin d’un renseignement, cela dépendra de leur humeur. J’espère qu’après ma demande, je n’aurai plus affaire à eux. Calamiteux.",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
518,Andalusia 814 BC,a year ago,1,"C’est une honte! Que du bricolage, j’en ai jamais vu, ils sont du mauvaise humeur tout le temps, que des amateurs, et ils sont racistes en plus, je suis obligé de donner une étoile.",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
519,saajid mohamed,5 years ago,1,"Bonjour
Je suis désoler pour ce commentaire mais c’est vrai que le pôle emploi de Brancion est très désagréable au niveau de personnelle et aussi concentration de …",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
520,Florent c,4 years ago,1,Agence nulle. Le personnel est incompétent et indisponible. Il ne répond ni aux mails ni aux appels téléphoniques. Une conseillère m'a même avoué qu'il ne fallait pas donner les justificatifs papiers en agence car les papiers sont perdus.,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
521,jul,6 years ago,1,Pas possible de déposer un dossier après 13h.. Fermé le vendredi. À part ça ils vous mettent la pression... Ridicule...,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
522,Joel Nobre Ferreira,6 years ago,5,"Très propre, organisé, sécurisée. Acceuill très sympa. Délai d'attente favorable. Rien à dire . 5*",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
523,Élisée Siqueira,4 years ago,5,"Bonjour,  tout le monde !
Je cherche un emploi en France .
Je parle plusieurs langues, je suis Brésilien.
Merci d'avance !",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
524,julien V,5 years ago,3,"Contact téléphonique à revoir 30min d'attente.

Rdv avec conseiller améliorer mais reste simpliste.",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
525,L V,2 years ago,5,"Une équipe très efficace, on sort des clichés.",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
526,Philippe Weiler,3 years ago,5,Tres bonne équipe  au service entreprise. A l ecoute et disponible sur place,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
527,Isabelle Blanchard,4 years ago,5,Le personnel fait ce qu'il peut malgré l'affluence.,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
528,Greg Revill,5 years ago,5,Service rapide et efficace pour ma part.,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
529,NDN JLIDI,2 years ago,1,"0
_
20",Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
530,Djamilla Yahia,6 years ago,1,Est-ce normal que le pole emploi ferme a 13h  ?,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
531,Mohamed Derbal,4 years ago,2,Ne répond plus à l'idéologie de sa création,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
532,Saliha Naouar,2 years ago,5,Bravo tous L’équipe bravo,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
533,Souratie,2 years ago,3,👍 …,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
534,Miiss Laady,4 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
535,Mohamed-ali Jemel,3 years ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
536,Amer Elfandi,5 years ago,3,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
537,Valérie Pusey,3 years ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
538,rachid moussaoui,3 years ago,3,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
539,Sara HERMELLIN,a year ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
540,Antoine K.,3 months ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
541,Maria Soliman,4 years ago,3,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
542,Yves Pastor,8 months ago,4,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
543,LeCAP Faubourg saint honoré,6 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
544,THI MY HUYEN HUYNH,a year ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
545,Dalila Sahnoun,4 years ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
546,martin morin,6 years ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
547,Khaled Omran,4 years ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
548,Nicolas Feyssag,a year ago,3,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
549,Fatou mohamed fall,5 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
550,osama bennaji,3 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
551,Chantal Berthelot,a month ago,2,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
552,Yulia “Yulia” GUBENKO,2 years ago,2,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
553,Julio Nascimento,a year ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
554,Xavier Gilbert,3 years ago,2,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
555,Karimullah Safi,a year ago,5,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
556,Alejandra Quintana,6 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
557,John OKOERI,5 years ago,3,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
558,Vaios Panagos,2 months ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
559,Catherine EUSTACHE,6 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
560,yoann dufour,2 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
561,Alexandre,7 years ago,4,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
562,Manon Pasquier,2 years ago,1,,Pôle emploi,Pole emploi Brancion,2.8,62,https://www.google.com/maps/
563,Mustafa Marian,6 years ago,5,Ok,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
564,Ernest Ouali,2 months ago,4,"J'ai aidé un ami à régler des problèmes de compensation financière. Malgré les problématiques internes de PE. Un grand merci à Michel Saint-Louisqui s'est beaucoup investi pour aider mon ami. Il est extrêmement courtois, sympathique et professionnel. Un vrai plaisir d'avoir été confié à lui.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
565,Family's disappointment,10 months ago,1,"Lamentable

Répondent systématiquement à côté de la plaque pour TOUTES les demandes écrites. …",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
566,Louis Bert,8 months ago,1,L’administration française dans toute sa splendeur : des gens payés à expliquer pourquoi ils ne peuvent rien faire. Et n’attendez pas à ce qu’ils le fassent avec le sourire.,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
567,Mohamed Noba,2 weeks ago,1,Service médiocre les agents parlent mal tu as à l impression qu il n ont pas envie de bosser franchement ils me fatiguent,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
568,catherine Sauger,2 years ago,1,C était fermé le vendredi 2 avril parce que  6 personnes de la CGT voulaient distribuer des tracts pour faire connaître nos droits . La direction a appelé la police. 6 voitures de police sont venues pour faire dégager 6 malheureuses …,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
569,Kimberly Tembo,2 years ago,1,Un service totalement incompétent une personne d’un centre de Paris réponds au téléphone me laisse en attente pendant 20 minutes sans même savoir qu’elle a répondu au téléphone je l’entends parler avec son collègue Guillaume !!! C’est …,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
570,Eugenie Tine,5 years ago,1,"Toujours le même scénario:  Dossier complet déposé et non traité.
Ce qui t'oblige à y revenir au moins 3 fois et à faire la queue pendant 1h30 à chaque fois pour être enfin reçu par un conseiller. Inadmissible la perte de …",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
571,Va B,6 years ago,1,"Comment dire? Entre le personnel (je n'ose dire ""salariés"" car ils penseraient devoir travailler en échange de leur paie) qui transpire d'une peur évidente du chômeur qu'il ne regarde jamais dans les yeux (la peur de la contamination?), le …",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
572,Joss ALBATOR,3 years ago,5,"Moi je n'ai eu aucun problème avec mes dossiers et le suivie dans cette agence ce n'est pas la faute des agents de pôle emploi si il y a au temps de monde !!!! La critique est trop facile , le problème c'est toujours l'autre !",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
573,ratiba touabi,a year ago,1,",je demande un rendez-vous pour faire le point et la mise à niveau , aucune réponse  et après ,elle m’envoie un courrier d’un entretien avec elle  et moi jé n’ai jamais fait un entretien avec elle ni au téléphone,ni à l’agence,c’est de …",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
574,Naïme Mokhefi,9 months ago,1,"J'ai vu un sdf prénommé ""yassEncore"" ne vous approchez pas de lui , il sent pas bon et il gratte des cigarettes.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
575,Hichem BOUZIDI,4 years ago,5,"J'ai expérimenté le chômage pour voir et je susi allé m'inscrire la bas. Première chose étonnante : le monde, c'est completement dingue, on fait la queue des siècles. Seconde chose étonnante : la sympathie des conseillers : ils sont jeunes …",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
576,Boleskine Blackline,2 years ago,1,"Aucun suivi, perte des documents qu'on leur transmet un nombre incalculable de fois. Conséquences, vous vous retrouvez radié arbitrairement sans en être informé alors qu'ils ont les justificatifs qui font foi.
Nullissime.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
577,Dana Cmt,5 years ago,3,"Franchement parmis les gens qui critique pour ma part moi j'ai une conseillère qui ma aidé plus d'une fois et elle a reussi a me faire rentrer dans un centre de formation en seulement 2 rendez vous pour le reste je suis d'accord du fais que l'attente est longue mais n'exagérons pas, cest pas plus pire qu'ailleurs",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
578,Tarzan Tarzan,11 months ago,1,Sa serait mieux construite un usine à la place de pôle emploi   Toute façon ça sert à rien,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
579,Barlow UMIDA (Mimishka),9 months ago,5,"Le service s'est bien amelioré, les conseillers sont gentils.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
580,akli yacia,6 years ago,1,"L accueils est bon pour le reste...
J'ai poser un dossier complet pour une habilitation et au rdv suivant on me demande de le refaire parcequ'on m a changer de conseiller qui ne savait mm pas …",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
581,Lidia M,a year ago,5,"Excellent contact avec mon conseiller, parfaite prise charge, mille fois merci pour l'accompagnement professionnel",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
582,leprinceblanc leprinceblanc,5 years ago,5,Trop de monde mais ils evoluent selon certaines directives...il faut que vous sachiez que etre chomeur fait travailler les cerveaux...reflechir en mangeant du bon poisson...il faut creuser dans les cerveaux de ceux qui ont vecut pour comprendre la vie...,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
583,Niki Priso,5 years ago,1,"Une équipe d'incompétent. Le patron du medef veux surveiller les demandeurs d'emploi, on devrait plutôt surveiller le travail de ces personnes là, de vrais touristes",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
584,Haby Ka,10 months ago,5,"Très bon accueil, personnel compétent, disponible et Souriant... merci",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
585,Élodie Da Silva Morais,a year ago,5,J'ai eu une personne très humaine et professionnelle au téléphone. Un grand merci !,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
586,Felice Mli,6 years ago,1,"Aucun sérieux dans le traitement des dossiers, toujours des problèmes. Une file d'attente de presque 2h  et seulement deux guichets ouvert.",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
587,Sebastien Genevrier,7 years ago,1,"Ici on fait le pont du 14 juillet... sans prévenir les usagers ! Ils ont du confondre service public et service civique... Ceci dit, depuis vendredi midi ça leur fera un looooooong weekend de repos !",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
588,kiwi!,5 years ago,1,Une dépression t'envahie concernant leur organisation perte de documents ou non transmis ect...  Une catastrophe le PE du 18eme ! !!!!,Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
589,Benjamin Dray,6 years ago,1,"Perte de temps perpétuelle et conseiller peu performant, si on pouvait se débrouiller seul ce serait bien mieux",Pôle emploi,Pole emploi Ney,2.3,54,https://www.google.com/maps/
